App Name,App Id,Category,Rating,Rating Count,Installs,Minimum Installs,Maximum Installs,Free,Price,Currency,Size,Minimum Android,Developer Id,Developer Website,Developer Email,Released,Last Updated,Content Rating,Privacy Policy,Ad Supported,In App Purchases,Editors Choice,Scraped Time
Transparent HD Launcher,comr.rath.transparentballs,Personalization,3.5,12,"1,000+",1000,2907,True,0,USD,2.9M,2.3 and up,Apps By Debasish Rath,,jhunubala.rath1964@gmail.com,"Mar 29, 2016","Feb 19, 2017",Everyone,https://thedebasishrath.wixsite.com/privacypolicy,True,False,False,2021-06-16 12:50:33
MDMobile - Diamond/Jewelry Inventory App with RFID,com.aaryanapps.mdmobile,Business,0.0,0,50+,50,78,True,0,USD,27M,5.1 and up,Aaryan Apps Inc,https://www.managediamonds.com,support@managediamonds.com,"Jun 20, 2020","Jun 27, 2020",Everyone,https://www.managediamonds.com/privacy-policy/,False,False,False,2021-06-16 12:50:33
Sports Cars Racing Winter,com.planetcaravalgames.sportscarsracingwinter,Racing,3.6,78,"10,000+",10000,19545,True,0,USD,37M,2.3 and up,Racing Shooting Action Free Games,https://www.facebook.com/planetgames84,planetgames84@gmail.com,"Jun 30, 2016","Apr 27, 2017",Teen,,True,False,False,2021-06-16 12:50:33
Catacombs,com.efe.gamedev.catacombs,Adventure,5.0,5,50+,50,62,True,0,USD,32M,4.3 and up,New ERA Studios,,coder.efe@gmail.com,"Jan 19, 2019","Jan 20, 2019",Everyone,,False,False,False,2021-06-16 12:50:33
AudioRelay: Stream your PC audio on Wifi or USB,com.azefsw.audioconnect,Music & Audio,,,"100,000+",100000,333739,True,0,USD,Varies with device,Varies with device,Asapha Halifa,https://audiorelay.net,asapha@audiorelay.net,,"Jan 14, 2021",Everyone,https://www.iubenda.com/privacy-policy/31266111,True,True,False,2021-06-16 12:50:33
KFU AR 3D,com.kfu.ar3d,Education,0.0,0,50+,50,75,True,0,USD,65M,5.0 and up,جامعة الملك فيصل - King Faisal University,https://www.kfu.edu.sa/sites/Home/,del@kfu.edu.sa,"Nov 5, 2019","Nov 07, 2019",Everyone,https://www.kfu.edu.sa/ar/Deans/it/Pages/Privacy_policy.aspx,False,False,False,2021-06-16 12:50:33
sholawat habib syech offline lengkap 2021,com.Sholawat_habib_syech_2020_offline.ahkamnew,Music & Audio,0.0,0,100+,100,193,True,0,USD,44M,4.1 and up,Ahkam New,https://fgtdhfgtgfhjg.blogspot.com/ads.txt,ahmadsuasanto2408@gmail.com,"Feb 7, 2021","May 01, 2021",Everyone,,True,False,False,2021-06-16 12:50:33
Interest Calculator - Age Banking & Unit Converter,com.herish.android.utility,Finance,4.2,33,"10,000+",10000,21426,True,0,USD,12M,5.0 and up,Herish Infotech,https://dictionary.herishinfotech.com,info@herishinfotech.com,"Jun 7, 2018","Jun 17, 2020",Everyone,https://herishinfotech.com/PrivacyPolicy/herishinfotech.html,True,False,False,2021-06-16 12:50:33
Multiverso,multiverso.aplicvtm,Communication,0.0,0,100+,100,148,True,0,USD,7.5M,4.1 and up,Hugo Riquelme Friz,https://www.construyelotumismo.com,info@construyelotumismo.com,"Sep 23, 2019","Sep 24, 2019",Everyone,https://www.construyelotumismo.com/politica,False,False,False,2021-06-16 12:50:33
Рецепты Юлии Высоцкой,com.secretlab.eatathome,Lifestyle,3.4,1310,"100,000+",100000,402977,True,0,USD,13M,5.0 and up,EDIMDOMA.RU LLC,http://www.edimdoma.ru,s.mochenova@edimdoma.ru,"Aug 5, 2013","Mar 24, 2021",Everyone,https://www.edimdoma.ru/policy,True,True,False,2021-06-16 12:50:33
Noise Play SE,com.aidewin.noise,Photography,2.4,81,"10,000+",10000,10326,True,0,USD,8.7M,4.0 and up,biaofeng fang,,106751029@qq.com,"Apr 10, 2019","Apr 11, 2019",Everyone,http://www.iGKCAM.com,False,False,False,2021-06-16 12:50:33
Global Cruise - DEMO,cam.nativapps.global,Travel & Local,0.0,0,5+,5,5,True,0,USD,8.4M,6.0 and up,NativApps,https://nativapps.com/,jariza@nativapps.co,"Sep 8, 2019","Sep 08, 2019",Everyone,https://nativapps.com/,False,False,False,2021-06-16 12:50:33
GolfHCP Monitor,vn.com.misa.golf.monitor,Tools,0.0,0,10+,10,31,True,0,USD,5.7M,4.1 and up,MISA JSC,http://www.misa.com.vn,mobileapp@misa.com.vn,"Aug 9, 2018","Jun 05, 2019",Everyone,http://misagolfhcp.com/PrivacyStatement,False,False,False,2021-06-16 12:50:33
Songs Album Of MJ,com.app.songsalbumofmichaeljackson,Music & Audio,4.5,8,500+,500,752,True,0,USD,23M,4.1 and up,NAZKARA MULTIAPP,,ibuandirita@gmail.com,"Mar 6, 2021","Apr 16, 2021",Everyone,,True,False,False,2021-06-16 12:50:33
7 Minute Workout - Daily HIIT Circuit Training,com.samantharoobol.sevenminute,Health & Fitness,2.3,6,"1,000+",1000,4577,True,0,USD,10M,4.4 and up,Stay Fit With Samantha,http://samantha.steveloper.nl,samantharoobol@gmail.com,"Nov 23, 2018","Nov 23, 2018",Everyone,http://fm.stefanroobol.com/privacy-policy/7minute,True,True,False,2021-06-16 12:50:33
SMARTii,com.canvasmi.smartii,Lifestyle,4.3,6,"1,000+",1000,1058,True,0,USD,48M,7.0 and up,CanvasMi LLC,https://forms.smartii.io/,hi@smartii.io,"Apr 24, 2020","Jun 04, 2021",Everyone,https://smartii.io/privacy-policy/,False,False,False,2021-06-16 12:50:33
CPA,io.ionic.cpa,News & Magazines,0.0,0,50+,50,99,True,0,USD,6.8M,4.1 and up,Cepi management / CPA,http://cepimanagement.com/,communication@cepimanagement.com,"May 23, 2018","Feb 28, 2019",Everyone,http://cepimanagement.com/accueil/mentions-legales/,False,False,False,2021-06-16 12:50:33
myTEMPTON,de.tempton.app,Productivity,4.0,25,"1,000+",1000,4210,True,0,USD,23M,5.1 and up,TEMPTON Personaldienstleistungs GmbH,https://www.tempton.de,app@tempton.de,"Feb 9, 2021","Jun 11, 2021",Everyone,https://www.tempton.de/datenschutz/,False,False,False,2021-06-16 12:50:33
Moonlight Lovers: Beliath - Dating Sim / Vampire,com.beemoov.moonlight.beliath,Role Playing,4.2,7462,"100,000+",100000,416536,True,0,USD,18M,4.4 and up,Beemoov Games,https://moonlightlovers.com,support@beemoov.com,"Nov 14, 2019","Mar 19, 2021",Mature 17+,https://www.moonlightlovers.com/cgu,True,True,False,2021-06-16 12:50:34
NardFit,com.trainerize.nardfit,Health & Fitness,0.0,0,50+,50,68,True,0,USD,147M,6.0 and up,TRAINERIZE,http://www.nardfit.com,capp@trainerize.com,"May 7, 2017","May 31, 2021",Everyone,http://www.trainerize.com/privacy.aspx,False,False,False,2021-06-16 12:50:34
Slow Motion Video Maker - Slow motion movie maker,com.video.slowmotion.maker,Video Players & Editors,3.7,19119,"1,000,000+",1000000,3034174,True,0,USD,66M,7.0 and up,Slow Motion App,https://bda216f6b.app-ads-txt.com,hiteshnarola@gmail.com,"Aug 17, 2018","Mar 15, 2021",Everyone,https://docs.google.com/document/d/17yEZDmJ-wOavIlZP05wddRXKMA0w1a1Qr-Gf50-_MtM,True,False,False,2021-06-16 12:50:34
Travel Shot,com.Aumentaty.TravelShot,Entertainment,0.0,0,500+,500,731,True,0,USD,35M,5.1 and up,360 PartyLab,http://www.360partylab.com,soporte@aumentaty.com,"Nov 29, 2018","Jan 15, 2020",Everyone,http://www.aumentaty.com/AumentatyPol.html,False,False,False,2021-06-16 12:50:34
Pendulum Car Crash,com.gamezfeat.pendulum.car.crash,Action,4.1,9,500+,500,676,True,0,USD,22M,4.1 and up,Games Feat,http://gamesfeat.com,gamezfeat@gmail.com,"Jan 30, 2019","Jun 01, 2020",Everyone,http://www.gamesfeat.com/PrivacyPolicy.html,True,False,False,2021-06-16 12:50:34
Hydraulic calculations,appinventor.ai_stefano_corradi1967.Hydraulic,Productivity,3.7,68,"10,000+",10000,23600,True,0,USD,1.9M,1.5 and up,Corradi Stefano,,stefano.corradi1967@gmail.com,"Sep 14, 2011","Dec 28, 2011",Everyone,http://www.webalice.it/stefanocorradi/privacypolicy.htm,False,False,False,2021-06-16 12:50:34
Guide and free diamonds for free app,guide.free.diamonds.free,Books & Reference,3.5,151,"50,000+",50000,56038,True,0,USD,5.4M,4.1 and up,MeU,,meufunchat@gmail.com,"Jan 31, 2021","Jan 31, 2021",Everyone,https://meufunchat.blogspot.com/2020/09/meu-fun-video-chat-meu-fun-video-chat.html,True,False,False,2021-06-16 12:50:34
FileMan Shortcut ( Create Any File Shortcuts),in.hugsoft.fileman,Productivity,0.0,0,10+,10,34,False,0.99,USD,3.0M,4.4 and up,Hugsoft,https://hugsoft.github.io/appdetails/,hugsofts@gmail.com,"Jun 14, 2018","Nov 29, 2018",Everyone,http://hugsoft.github.io/PrivacyPolicy/,False,False,False,2021-06-16 12:50:34
Simple Text-Text Icon Creator,com.redphx.simpletext,Personalization,2.9,4038,"1,000,000+",1000000,1163708,True,0,USD,1.0M,2.0 and up,CodeKiemCom,http://www.facebook.com/SimpleTextApp,redphoenix89@yahoo.com,"Apr 30, 2011","Nov 13, 2012",Everyone,,True,False,False,2021-06-16 12:50:34
The practice of the Prophet's Sunnah,com.affandi.SunnahRasul,Books & Reference,0.0,0,10+,10,24,True,0,USD,1.5M,2.3 and up,StudioKu,,afandityo17@gmail.com,"Aug 17, 2019","Aug 18, 2019",Everyone,,True,False,False,2021-06-16 12:50:34
Omni Ekonomi,se.omniekonomi,Finance,3.6,541,"100,000+",100000,196777,True,0,USD,20M,5.0 and up,Omninews,https://omniekonomi.se,info@omniekonomi.se,"Nov 1, 2017","May 28, 2021",Everyone,https://integritet.omni.se/personuppgiftspolicy,True,False,False,2021-06-16 12:50:34
3D spider on a hand simulator prank game,com.richappsandgames.spideronahandsimulator,Simulation,3.7,1933,"500,000+",500000,674264,True,0,USD,42M,4.1 and up,Rich apps and games,,richappsandgames@gmail.com,"Oct 17, 2016","Jul 25, 2019",Everyone,https://docs.google.com/document/d/1__eUZ7RIF0jcoTyP0PtNuR90LgtqSUHI_z87YEvmGaI/edit?usp=sharing,True,False,False,2021-06-16 12:50:34
星読み占い師【アンフィン】Star Code,jp.co.rensa.anfin.fortune,Entertainment,4.4,31,"1,000+",1000,1269,True,0,USD,29M,4.2 and up,Rensa co. ltd.,http://rensa.co.jp,info@rensa.co.jp,"Jun 25, 2020","Sep 24, 2020",Teen,https://rensa.co.jp/privacy-policy,True,True,False,2021-06-16 12:50:34
Radio Arabella Wien,com.matixapps.radioarabella,Music & Audio,0.0,0,5+,5,5,True,0,USD,3.8M,4.4 and up,matixapps,http://matix.mygamesonline.org/app-ads.txt,valdrinfetoshi@gmail.com,"May 27, 2021","May 27, 2021",Everyone,,True,False,False,2021-06-16 12:50:34
Alphabet soup for adults,net.entretenimiento.sopa.letras,Word,0.0,0,100+,100,187,True,0,USD,19M,4.0 and up,music and entertainment applications,https://jbaplicacionesandroid.blogspot.com/,jbmusicworldinfinity@gmail.com,"Dec 5, 2020","Dec 05, 2020",Teen,http://appsmoment.net/google/Sopa%20de%20letras%20para%20adultos.html,True,False,False,2021-06-16 12:50:34
diamond Collection Watch Face,com.hg.diamondwf,Personalization,2.1,9,100+,100,281,False,0.99,USD,4.8M,4.3 and up,HandyGames,http://www.facebook.com/handygames,support@handy-games.com,"Mar 11, 2015","Apr 09, 2015",Everyone,http://play.handygames.info/privacy/,False,False,False,2021-06-16 12:50:34
Royal Swiss,app.bidswiss.com,Finance,0.0,0,10+,10,33,True,0,USD,6.0M,4.1 and up,Royal Swiss,https://bidswiss.net/?lang=en,bidswiss.net@gmail.com,"Feb 22, 2021","Mar 26, 2021",Everyone,,False,False,False,2021-06-16 12:50:34
SAX Video Player - HD Video Player 2021,ultimate.video.player,Video Players & Editors,4.1,104,"100,000+",100000,140155,True,0,USD,6.3M,4.4 and up,ultimate,http://ultimateapps.in/,ultimateapps@yahoo.com,"Oct 9, 2020","Mar 28, 2021",Everyone,http://ultimateapps.in/privacy-policy.txt,True,False,False,2021-06-16 12:50:34
Live Video Chat with Strangers - MatchAndTalk,go.dev.matchandtalk,Social,4.4,33812,"1,000,000+",1000000,4181681,True,0,USD,29M,4.4 and up,Invitelecom Limited,https://www.matchandtalk.com,info@matchandtalk.com,"Sep 16, 2013","Nov 13, 2020",Mature 17+,https://www.matchandtalk.net/privacypolicy,True,True,False,2021-06-16 12:50:34
God's Loving Presence App,com.churchlinkapp.c35021,Lifestyle,0.0,0,10+,10,41,True,0,USD,3.7M,2.3.3 and up,ChurchLink,http://www.churchlinkapp.com,appsupport@churchlinkapp.com,"Oct 20, 2015","Oct 21, 2015",Everyone,http://get.tithe.ly/privacy-policy/,False,False,False,2021-06-16 12:50:34
Little Fox Train Adventures,com.foxandsheep.train,Entertainment,4.6,37,"1,000+",1000,3496,False,3.99,USD,74M,4.4 and up,Fox & Sheep,http://www.foxandsheep.com,contact@foxandsheep.com,"Sep 26, 2018","Oct 07, 2020",Everyone,http://www.foxandsheep.com/privacy-policy/,False,False,False,2021-06-16 12:50:34
Mexico News,mexico.noticias.diarios,News & Magazines,3.9,17,"1,000+",1000,3517,True,0,USD,4.4M,3.0 and up,Apps Nuevas,http://rssnews.biz/,fer.nunez1977@gmail.com,"Feb 23, 2017","Feb 23, 2017",Everyone,http://rssnews.biz/privacy_policy.html,True,False,False,2021-06-16 12:50:34
Rune Dungeon Adventure,com.Company.RuneDungeonFinal,Puzzle,4.4,136,"1,000+",1000,2909,True,0,USD,38M,4.0.3 and up,Burnt Games,https://www.youtube.com/user/cmrobers1,camtronius@gmail.com,"Aug 6, 2016","Nov 04, 2016",Everyone,https://unity3d.com/es/legal/privacy-policy,True,False,False,2021-06-16 12:50:35
Earth Science Quiz,planetrose.earthsciencequiz,Education,0.0,0,100+,100,347,True,0,USD,2.6M,4.1 and up,iSTEAM,,jesuspatricknuqui@gmail.com,"Dec 30, 2017","Dec 30, 2017",Everyone,,True,False,False,2021-06-16 12:50:35
Dynamic Feature Calculator,com.phani.dynamicfeaturecalculator,Education,0.0,0,10+,10,13,True,0,USD,1.3M,4.0 and up,Phanindra,,phanidev2205@gmail.com,"Feb 21, 2020","Feb 22, 2020",Everyone,,False,False,False,2021-06-16 12:50:35
Colossenses Bíblicos,com.MBEN.ColossensesBiblicos,Books & Reference,0.0,0,10+,10,15,True,0,USD,18M,4.4 and up,MBEN Entertainment,https://mbenaplicativosandroid.blogspot.com/,marguitar0@gmail.com,"Mar 1, 2020","Apr 01, 2020",Everyone,,True,False,False,2021-06-16 12:50:35
Guide for Sakura school simulator 2020,com.andydvapps.guideforsakuraschoolsimulator2020,Books & Reference,3.1,658,"100,000+",100000,265695,True,0,USD,5.6M,4.1 and up,HotHeadDev,http://hotheaddev.com/,srawitbam55@gmail.com,"Oct 25, 2020","Oct 25, 2020",Everyone,http://hotheaddev.com/HotHeadDev/Guide-for-Sakura-school-simulator-2020/privacy-policy.html,True,False,False,2021-06-16 12:50:35
Word Catch,com.word.catchseven,Word,5.0,10,100+,100,124,True,0,USD,12M,4.3 and up,AdsProandBeta,,adsproandbeta@gmail.com,"May 20, 2020","May 20, 2020",Everyone,https://docs.google.com/document/d/1xYPg9BEUIC34xL7eOWh1MRCsYJUyVXiuDzpt5BSMCY4/edit?usp=sharing,True,False,False,2021-06-16 12:50:35
Reverse Diabetes 101,com.themegablogshop.reversediabetes101,Health & Fitness,0.0,0,50+,50,59,True,0,USD,11M,4.1 and up,Jack Ramirez,https://themegablogshop.com,themegablogshop@gmail.com,"Sep 28, 2020","Sep 28, 2020",Everyone,https://themegablogshop.com/privacy-policy/,True,False,False,2021-06-16 12:50:35
Mobiilihiilihydraattikäsikirja,com.intodigital.hiilihydraattikasikirja,Medical,4.3,33,"10,000+",10000,21084,True,0,USD,3.8M,4.0 and up,Into-Digital ltd,https://www.novonordisk.fi/tietoa-novo-nordiskista/novoInfo.html,novoinfo@novonordisk.fi,"Nov 20, 2017","Nov 20, 2017",Everyone,https://novohiilihydraatti.fi/privacy/,False,False,False,2021-06-16 12:50:35
Ranch Escape,com.lolipoo.RanchEscape,Arcade,4.0,1553,"10,000+",10000,11183,True,0,USD,75M,4.4 and up,lolipoo,https://instagram.com/ranch_escape_the_game?igshid=2rcqr899i105,ranchesape@gmail.com,"Apr 13, 2020","May 19, 2020",Everyone,https://ranchescapeprivacypolicy.ru.gg,True,False,False,2021-06-16 12:50:35
2021 Wallpapers,com.leymapp.fondosdepantalla2021,Personalization,4.2,12,"5,000+",5000,9302,True,0,USD,5.4M,5.0 and up,leymapp,https://apper.apperalinstante.com/leymapp-aplicaciones,mauriciovalencia765@gmail.com,"Mar 12, 2021","May 19, 2021",Teen,,True,False,False,2021-06-16 12:50:35
Blueberry,com.blueberry.app,Travel & Local,4.9,8,"1,000+",1000,2802,True,0,USD,22M,4.4 and up,Blueberry Travel Company,https://www.blueberrytravel.it,developer@blueberrytravel.it,"Jan 21, 2019","Oct 18, 2019",Everyone,https://www.blueberrytravel.it,True,False,False,2021-06-16 12:50:35
Mean KEEN Deals,com.meankeen,Shopping,0.0,0,5+,5,6,True,0,USD,32M,5.0 and up,"KEENKOA, LLC",https://www.meankeen.com,mkd.customer@gmail.com,"Jul 15, 2020","Aug 12, 2020",Everyone,https://www.meankeen.com/policies/privacy-policy,False,False,False,2021-06-16 12:50:35
🥇 Slavic Family Radio 1040 Portland Oregon US,com.jymstudio.slavic.family.radio1040.portland,Music & Audio,0.0,0,50+,50,72,True,0,USD,4.9M,4.1 and up,J&M Studio,,jymstudio2019@gmail.com,"Mar 21, 2020","Mar 21, 2020",Teen,https://sites.google.com/view/radio-free-online/p%C3%A1gina-principal,True,False,False,2021-06-16 12:50:35
KingMakers TNPSC Academy,com.tnpsc.kingmakersiasacademy.android,Education,4.4,57,"10,000+",10000,15588,True,0,USD,4.7M,4.0.3 and up,KingMakers IAS Academy,https://www.kingmakersiasacademy.com,kingmakeriasapp@gmail.com,"Aug 27, 2018","Dec 24, 2017",Everyone,http://blog.kingmakersiasacademy.com/privacy-policy/,False,False,False,2021-06-16 12:50:35
Ingrid,com.automotiveintelligence.ingridCustomerApp,Auto & Vehicles,0.0,0,0+,0,0,True,0,USD,25M,4.3 and up,Automotive Intelligence,http://www.automotiveintelligence.ca/,info@automotiveintelligence.ca,"Jun 19, 2020","Jun 19, 2020",Everyone,,False,False,False,2021-06-16 12:50:35
Drop,com.gr56.drop,Arcade,4.6,22,500+,500,685,True,0,USD,2.7M,2.3 and up,gr56,,gr56@o2.pl,"Mar 14, 2015","Mar 28, 2015",Everyone,,True,False,False,2021-06-16 12:50:35
Classic Spider,net.runserver.spider_free,Card,4.2,385,"50,000+",50000,97695,True,0,USD,1.1M,4.0.3 and up,RunServer,http://runserver.net/apps/?is_google=1,spider@runserver.net,"May 7, 2015","Nov 25, 2018",Everyone,http://runserver.net/ad/privacy_en.html,True,False,False,2021-06-16 12:50:35
Deutschland Live TV,com.evogrog.deutschland.fernsehsender.live.tv,Entertainment,3.7,1334,"100,000+",100000,141641,True,0,USD,4.9M,4.2 and up,EVOGROG,,Safkogoilkoama@yahoo.com,"May 27, 2018","Jun 25, 2019",Everyone,http://bit.ly/PrivacyPolicyDE,True,False,False,2021-06-16 12:50:36
Калькулятор расчета топлива,ru.toplivocalc,Finance,4.3,133,"10,000+",10000,20615,True,0,USD,2.4M,3.2 and up,misher,https://misherandroid.000webhostapp.com/,misherandroid@gmail.com,"Jun 4, 2014","Nov 06, 2014",Everyone,https://misherandroid.000webhostapp.com/privacy.txt,True,False,False,2021-06-16 12:50:36
Spanish Dictionary English Free,dictionary.spanish,Books & Reference,3.6,26,"1,000+",1000,4225,True,0,USD,10M,4.1 and up,Muhammad Riaz,https://www.searchtruth.com,softstapp@gmail.com,"Jan 7, 2013","Aug 23, 2020",Everyone,https://www.searchtruth.com/privacy-policy.php,True,False,False,2021-06-16 12:50:36
Calor: Equilibrio Térmico,com.argendev.equilibriotermico,Tools,0.0,0,100+,100,295,True,0,USD,1.4M,8.0 and up,ArgenDev,,argendevms@gmail.com,"Mar 17, 2020","Mar 17, 2020",Everyone,,False,False,False,2021-06-16 12:50:36
스마트튼튼,net.viscuit.mprimary,Education,3.0,715,"100,000+",100000,155614,True,0,USD,18M,4.1 and up,TUNTUN English,http://www.tuntun.com,smart@tuntun.co.kr,"May 13, 2012","Jan 28, 2020",Everyone,https://tuntun.com/Landing/views/03_personal_privacy.html,False,False,False,2021-06-16 12:50:36
Food Run - Runner,com.foodrunja.courier,Food & Drink,0.0,0,10+,10,13,True,0,USD,8.8M,4.1 and up,Food Run JA,,info@foodrunja.com,"Feb 19, 2021","Mar 04, 2021",Everyone,http://food-run-ja.zeew.eu/pages/privacy-policy,False,False,False,2021-06-16 12:50:36
Learn German Language to Speak German,com.contentarcade.learngermanapp,Education,4.0,12,"1,000+",1000,1669,True,0,USD,29M,4.4 and up,C.A Languages & Dictionaries,,languageLearning.ca@gmail.com,"Jan 3, 2018","Oct 16, 2019",Everyone,http://calanguages.com/privacy-policy.php,True,True,False,2021-06-16 12:50:36
★FREE THEMES★Sparkling Heart,jp.co.a_tm.android.plus_kirakira_heart,Personalization,4.1,11645,"1,000,000+",1000000,2077617,True,0,USD,4.4M,2.3 and up,+HOME by Ateam,http://android.atm-plushome.com/theme/index/?=am_plushome_in,info+android@atm-plushome.com,"Nov 11, 2014","Apr 25, 2016",Everyone,http://www.a-tm.co.jp/en/privacy/,True,False,False,2021-06-16 12:50:36
Tix Usher,tix.mn.usher,Entertainment,0.0,0,50+,50,85,True,0,USD,2.3M,2.3 and up,Digital Guru LLC,http://www.bison.mn,support@tix.mn,"Dec 21, 2017","Jan 24, 2018",Everyone,https://tix.mn/privacy,False,False,False,2021-06-16 12:50:36
Assure Klient,sk.assure,Finance,4.2,5,100+,100,209,True,0,USD,4.2M,4.4 and up,Assure s.r.o.,https://www.assure.sk/,makler@assure.sk,"Jun 14, 2018","May 02, 2019",Everyone,https://www.assure.sk/2018_05_25_INFORMACIA_O_SPRACUVANI_OSOBNYCH_UDAJOV_PRE_KLIENTA_web_verzia02_assure_image.pdf,False,False,False,2021-06-16 12:50:36
101.9 The Keg,com.airkast.KOOOFM,Music & Audio,4.5,16,"1,000+",1000,2194,True,0,USD,24M,4.4 and up,"NRG Media, LLC",http://www.airkast.com,support@airkast.com,"May 28, 2013","Oct 15, 2020",Teen,http://www.airkast.com/privacy_policy/policy.html,True,False,False,2021-06-16 12:50:36
Quran Maher Al-Muaiqly,com.andromo.dev452380.app450189,Music & Audio,0.0,0,"1,000+",1000,1404,True,0,USD,20M,4.1 and up,maiplaza165,https://rcd2d3e9b.app-ads-txt.com,masudibrahim165@gmail.com,"Nov 9, 2015","Feb 27, 2021",Everyone,https://maiplaza165.blogspot.com/2019/02/privacy-policy.html,True,False,False,2021-06-16 12:50:36
Rambagh Scoring,com.upgame.rambagh,Sports,0.0,0,10+,10,12,True,0,USD,9.0M,6.0 and up,Bensaw Technologies,,upgamegolf@gmail.com,"May 23, 2020","May 28, 2020",Everyone,https://firebasestorage.googleapis.com/v0/b/upgame-rambagh.appspot.com/o/privacy-policy.html?alt=media,False,False,False,2021-06-16 12:50:36
